Name,Member,StabAtk,SlashAtk,CrushAtk,MagicAtk,RangedAtk,StabDef,SlashDef,CrushDef,MagicDef,RangedDef,MeleStr,RangedStr,MagicStr,Prayer,Weigth,Speed
Jade bracelet, Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0
Karamja gloves 1, Members,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.226,0
Karamja gloves 2, Members,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.226,0
Karamja gloves 3, Members,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.226,0
Karamja gloves 4, Members,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.226,0
Klank's gauntlets, Members,2,2,2,0,0,8,9,7,0,0,2,0,0,0,0.226,0
Leather gloves, Free-to-play,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0.226,0
Leather vambraces, Free-to-play,0,0,0,0,4,2,2,1,0,0,0,0,0,0,0.226,0
Light tuxedo cuffs, Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
Lunar gloves, Members,0,0,0,4,-1,2,1,1,2,0,0,0,0,0,0.907,0
Mime gloves, Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0
Mining gloves, Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226,0
Mithril gloves, Members,6,6,6,3,6,6,6,6,3,6,6,0,0,0,0.226,0
Moonclan gloves, Members,0,0,0,2,-5,2,2,2,2,-5,0,0,0,0,0.907,0
Mourner gloves, Members,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0.226,0
Mummy's hands, Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
Mystic gloves, Members,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0.453,0
Mystic gloves (dark), Members,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0.453,0
Mystic gloves (dusk), Members,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0.453,0
Mystic gloves (light), Members,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0.453,0
Onyx bracelet, Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0
Opal bracelet, Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0
Ornate gloves, Free-to-play,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0.226,0
Penance gloves, Members,0,0,0,0,0,0,3,4,0,2,0,0,0,0, ,0
Pirate's hook, Members,0,0,0,0,0,1,5,3,0,0,0,0,0,0,0.3,0
Purple gloves, Free-to-play,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0.453,0
Ranger gloves, Members,0,0,0,-10,11,1,2,1,2,0,0,0,0,0,0.226,0
Red d'hide vambraces, Members,0,0,0,-10,10,5,4,6,6,0,0,0,0,0,0.283,0
Red gloves, Free-to-play,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0.453,0
Red spiky vambraces, Members,0,0,0,-10,10,5,4,6,6,0,2,0,0,0,0.283,0
Regen bracelet, Members,8,8,8,3,7,6,6,6,3,6,7,0,0,0,0.25,0
Rock-shell gloves, Members,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3.175,0
Rogue gloves, Members,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0.453,0
Ruby bracelet, Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0
Rune gloves, Members,8,8,8,4,8,8,8,8,4,8,8,0,0,0,0.226,0
Samurai gloves, Members,2,2,2,2,2,3,3,3,3,3,0,0,0,0,0.4,0
Santa gloves, Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
Sapphire bracelet, Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0
Saradomin bracers, Members,0,0,0,-10,11,6,5,7,8,0,0,0,0,1,1,0
Shayzien gloves (1), Members,0,0,0,-1,0,0,0,1,-1,0,0,0,0,0,0.226,0
Shayzien gloves (2), Members,0,0,1,-1,0,0,0,1,-1,0,1,0,0,0,0.226,0
Shayzien gloves (3), Members,0,0,2,-1,0,0,0,1,-1,0,2,0,0,0,0.226,0
Shayzien gloves (4), Members,0,0,2,-1,0,0,1,2,-1,1,2,0,0,0,0.226,0
Shayzien gloves (5), Members,0,0,2,-1,0,0,2,3,-1,2,3,0,0,0,0.226,0
Skeletal gloves, Members,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3.175,0
Skeleton gloves, Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.267,0
Slayer gloves, Members,0,0,0,0,0,4,5,3,0,0,0,0,0,0,0.226,0
Snakeskin vambraces, Members,0,0,0,-5,6,2,2,2,1,0,0,0,0,0,0.283,0
Snow imp costume gloves, Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0
Spiky vambraces, Members,0,0,0,0,4,2,2,1,0,0,2,0,0,0,0.226,0
Spined gloves, Members,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3.175,0
Splitbark gauntlets, Members,0,0,0,2,-1,3,2,4,2,0,0,0,0,0,0.907,0
Spookier gloves, Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0
Spooky gloves, Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0
Steel gauntlets, Members,2,2,2,0,0,8,9,7,0,0,2,0,0,0,0.226,0
Steel gloves, Members,4,4,4,2,4,4,4,4,2,4,4,0,0,0,0.226,0
Superior mining gloves, Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226,0
Teal gloves, Free-to-play,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0.453,0
Topaz bracelet, Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0
Tormented bracelet, Members,0,0,0,10,0,0,0,0,0,0,0,0,5,2,0.25,0
Tormented bracelet (or), Members,0,0,0,10,0,0,0,0,0,0,0,0,5,2,0.25,0
Villager armband (blue), Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0
Villager armband (brown), Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0
Villager armband (pink), Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0
Villager armband (yellow), Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0
Void knight gloves#Broken, Members,0,0,0,0,0,6,6,6,4,6,0,0,0,0,0.453,0
Void knight gloves#Locked, Members,0,0,0,0,0,6,6,6,4,6,0,0,0,0,0.453,0
Void knight gloves#Normal, Members,0,0,0,0,0,6,6,6,4,6,0,0,0,0,0.453,0
Warm gloves, Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453,0
White gloves, Members,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0.226,0
Yellow gloves, Free-to-play,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0.453,0
Zamorak bracers, Members,0,0,0,-10,11,6,5,7,8,0,0,0,0,1,1,0
Zenyte bracelet, Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0
Zombie gloves, Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0
