Name,Member,StabAtk,SlashAtk,CrushAtk,MagicAtk,RangedAtk,StabDef,SlashDef,CrushDef,MagicDef,RangedDef,MeleStr,RangedStr,MagicStr,Prayer,Weigth,Speed
Ring of dueling (3),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0
Ring of dueling (4),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0
Ring of dueling (5),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0
Ring of dueling (6),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0
Ring of dueling (7),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0
Ring of dueling (8),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0
Ring of endurance Charged,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0
Ring of endurance Uncharged,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0
Ring of forging,Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0
Ring of life,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0
Ring of pursuit,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0
Ring of recoil,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0
Ring of returning (1),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0
Ring of returning (2),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0
Ring of returning (3),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0
Ring of returning (4),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0
Ring of returning (5),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0
Ring of suffering (i) Recoil,Members,0,0,0,0,0,20,20,20,20,20,0,0,0,4,0.006,0
Ring of suffering (i) Uncharged,Members,0,0,0,0,0,20,20,20,20,20,0,0,0,4,0.006,0
Ring of suffering Recoil,Members,0,0,0,0,0,10,10,10,10,10,0,0,0,2,0.006,0
Ring of suffering Uncharged,Members,0,0,0,0,0,10,10,10,10,10,0,0,0,2,0.006,0
Ring of the gods,Members,0,0,0,0,0,1,1,1,1,1,0,0,0,4,0.3,0
Ring of the gods (i),Members,0,0,0,0,0,1,1,1,1,1,0,0,0,8,0.3,0
Ring of visibility,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0
Ring of wealth (i) (i1),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0
Ring of wealth (i) (i2),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0
Ring of wealth (i) (i3),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0
Ring of wealth (i) (i4),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0
Ring of wealth (i) (i5),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0
Ring of wealth (i) Uncharged,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0
Ring of wealth (1),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0
Ring of wealth (2),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0
Ring of wealth (3),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0
Ring of wealth (4),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0
Ring of wealth (5),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0
Ring of wealth Uncharged,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0
Ruby ring,Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0
Sapphire ring,Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0
Seers ring,Members,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0.004,0
Seers ring (i),Members,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0.004,0
Slayer ring (eternal),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0
Slayer ring (1),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Slayer ring (2),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Slayer ring (3),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Slayer ring (4),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Slayer ring (5),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Slayer ring (6),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Slayer ring (7),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Slayer ring (8),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Topaz ring,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0
Treasonous ring,Members,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0.4,0
Treasonous ring (i),Members,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0.4,0
Tyrannical ring,Members,0,0,4,0,0,0,0,4,0,0,0,0,0,0,1,0
Tyrannical ring (i),Members,0,0,8,0,0,0,0,8,0,0,0,0,0,0,1,0
Warrior ring,Members,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0.004,0
Warrior ring (i),Members,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0.004,0
Zenyte ring,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0
