Name,Member,StabAtk,SlashAtk,CrushAtk,MagicAtk,RangedAtk,StabDef,SlashDef,CrushDef,MagicDef,RangedDef,MeleStr,RangedStr,MagicStr,Prayer,Weigth,Speed
Adamant shield (h1), Free-to-play,0,0,0,-8,-2,27,31,29,-1,29,0,0,0,0,5.896,0
Adamant shield (h2), Free-to-play,0,0,0,-8,-2,27,31,29,-1,29,0,0,0,0,5.896,0
Adamant shield (h3), Free-to-play,0,0,0,-8,-2,27,31,29,-1,29,0,0,0,0,5.896,0
Adamant shield (h4), Free-to-play,0,0,0,-8,-2,27,31,29,-1,29,0,0,0,0,5.896,0
Adamant shield (h5), Free-to-play,0,0,0,-8,-2,27,31,29,-1,29,0,0,0,0,5.896,0
Adamant sq shield, Free-to-play,0,0,0,-6,-2,24,26,22,0,24,0,0,0,0,4.082,0
Ancient d'hide shield, Members,-15,-15,-11,-10,7,21,18,16,15,14,0,0,0,1,8,0
Ancient kiteshield, Free-to-play,0,0,0,-8,-2,44,48,46,-1,46,0,0,0,1,5.443,0
Ancient wyvern shield#Charged, Members,-10,-10,-10,15,-10,72,80,75,15,-5,-2,0,0,0,4.535,0
Ancient wyvern shield#Uncharged, Members,-10,-10,-10,15,-10,22,30,25,15,-55,-2,0,0,0,4.535,0
Anti-dragon shield#Nightmare_Zone, Members,0,0,0,0,0,7,9,8,2,8,0,0,0,0,5.443,0
Anti-dragon shield#Regular, Free-to-play,0,0,0,0,0,7,9,8,2,8,0,0,0,0,5.443,0
Arcane spirit shield, Members,0,0,0,20,0,53,55,73,2,52,0,0,0,3,2,0
Armadyl d'hide shield, Members,-15,-15,-11,-10,7,21,18,16,15,14,0,0,0,1,8,0
Armadyl kiteshield, Free-to-play,0,0,0,-8,-2,44,48,46,-1,46,0,0,0,1,5.443,0
Avernic defender#Broken, Members,30,29,28,-5,-4,30,29,28,-5,-4,8,0,0,0,0.453,0
Avernic defender#Locked, Members,30,29,28,-5,-4,30,29,28,-5,-4,8,0,0,0,0.453,0
Avernic defender#Normal, Members,30,29,28,-5,-4,30,29,28,-5,-4,8,0,0,0,0.453,0
Bandos d'hide shield, Members,-15,-15,-11,-10,7,21,18,16,15,14,0,0,0,1,8,0
Bandos kiteshield, Free-to-play,0,0,0,-8,-2,44,48,46,-1,46,0,0,0,1,5.443,0
Black d'hide shield, Members,-15,-15,-11,-10,7,21,18,16,15,14,0,0,0,0,8,0
Black defender#Broken, Members,9,8,7,-3,-2,9,8,7,-3,-2,2,0,0,0,0.453,0
Black defender#Locked, Members,9,8,7,-3,-2,9,8,7,-3,-2,2,0,0,0,0.453,0
Black defender#Normal, Members,9,8,7,-3,-2,9,8,7,-3,-2,2,0,0,0,0.453,0
Black kiteshield, Free-to-play,0,0,0,-8,-2,17,19,18,-1,18,0,0,0,0,5.443,0
Black kiteshield (g), Free-to-play,0,0,0,-8,-2,17,19,18,-1,18,0,0,0,0,5.443,0
Black kiteshield (t), Free-to-play,0,0,0,-8,-2,17,19,18,-1,18,0,0,0,0,5.443,0
Black satchel, Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0
Black shield (h1), Free-to-play,0,0,0,-8,-2,17,19,18,-1,18,0,0,0,0,5.443,0
Black shield (h2), Free-to-play,0,0,0,-8,-2,17,19,18,-1,18,0,0,0,0,5.443,0
Black shield (h3), Free-to-play,0,0,0,-8,-2,17,19,18,-1,18,0,0,0,0,5.443,0
Black shield (h4), Free-to-play,0,0,0,-8,-2,17,19,18,-1,18,0,0,0,0,5.443,0
Black shield (h5), Free-to-play,0,0,0,-8,-2,17,19,18,-1,18,0,0,0,0,5.443,0
Black sq shield, Free-to-play,0,0,0,-6,-2,15,16,14,0,15,0,0,0,0,3.628,0
Blessed spirit shield, Members,0,0,0,0,0,53,55,73,2,52,0,0,0,3,2,0
Blue d'hide shield, Members,-15,-15,-11,-10,5,16,14,12,12,12,0,0,0,0,8,0
Blue gingerbread shield, Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.175,0
Book of balance, Members,4,4,4,4,4,4,4,4,4,4,0,0,0,5,1,0
Book of darkness, Members,0,0,0,10,0,0,0,0,0,0,0,0,0,5,1,0
Book of law, Members,0,0,0,0,10,0,0,0,0,0,0,0,0,5,1,0
Book of war, Members,0,0,0,0,0,0,0,0,0,0,2,0,0,5,1,0
Briefcase, Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0
Bronze defender#Broken, Members,3,2,1,-3,-2,3,2,1,-3,-2,0,0,0,0,0.453,0
Bronze defender#Locked, Members,3,2,1,-3,-2,3,2,1,-3,-2,0,0,0,0,0.453,0
Bronze defender#Normal, Members,3,2,1,-3,-2,3,2,1,-3,-2,0,0,0,0,0.453,0
Bronze kiteshield, Free-to-play,0,0,0,-8,-2,5,7,6,-1,6,0,0,0,0,5.443,0
Bronze kiteshield (g), Free-to-play,0,0,0,-8,-2,5,7,6,-1,6,0,0,0,0,5.443,0
Bronze kiteshield (t), Free-to-play,0,0,0,-8,-2,5,7,6,-1,6,0,0,0,0,5.443,0
Bronze sq shield, Free-to-play,0,0,0,-6,-2,5,6,4,0,5,0,0,0,0,3.628,0
Broodoo shield (blue)#(1), Members,0,0,0,3,-7,10,10,15,5,0,0,0,0,5,5.443,0
Broodoo shield (blue)#(10), Members,0,0,0,3,-7,10,10,15,5,0,0,0,0,5,5.443,0
Broodoo shield (blue)#(2), Members,0,0,0,3,-7,10,10,15,5,0,0,0,0,5,5.443,0
Broodoo shield (blue)#(3), Members,0,0,0,3,-7,10,10,15,5,0,0,0,0,5,5.443,0
Broodoo shield (blue)#(4), Members,0,0,0,3,-7,10,10,15,5,0,0,0,0,5,5.443,0
Broodoo shield (blue)#(5), Members,0,0,0,3,-7,10,10,15,5,0,0,0,0,5,5.443,0
Broodoo shield (blue)#(6), Members,0,0,0,3,-7,10,10,15,5,0,0,0,0,5,5.443,0
Broodoo shield (blue)#(7), Members,0,0,0,3,-7,10,10,15,5,0,0,0,0,5,5.443,0
Broodoo shield (blue)#(8), Members,0,0,0,3,-7,10,10,15,5,0,0,0,0,5,5.443,0
Broodoo shield (blue)#(9), Members,0,0,0,3,-7,10,10,15,5,0,0,0,0,5,5.443,0
Broodoo shield (blue)#Uncharged, Members,0,0,0,3,-7,10,10,15,5,0,0,0,0,5,5.443,0
Broodoo shield (green)#(1), Members,0,0,0,3,-7,10,10,15,5,0,0,0,0,5,5.443,0
Broodoo shield (green)#(10), Members,0,0,0,3,-7,10,10,15,5,0,0,0,0,5,5.443,0
Broodoo shield (green)#(2), Members,0,0,0,3,-7,10,10,15,5,0,0,0,0,5,5.443,0
Broodoo shield (green)#(3), Members,0,0,0,3,-7,10,10,15,5,0,0,0,0,5,5.443,0
Broodoo shield (green)#(4), Members,0,0,0,3,-7,10,10,15,5,0,0,0,0,5,5.443,0
Broodoo shield (green)#(5), Members,0,0,0,3,-7,10,10,15,5,0,0,0,0,5,5.443,0
Broodoo shield (green)#(6), Members,0,0,0,3,-7,10,10,15,5,0,0,0,0,5,5.443,0
Broodoo shield (green)#(7), Members,0,0,0,3,-7,10,10,15,5,0,0,0,0,5,5.443,0
Broodoo shield (green)#(8), Members,0,0,0,3,-7,10,10,15,5,0,0,0,0,5,5.443,0
Broodoo shield (green)#(9), Members,0,0,0,3,-7,10,10,15,5,0,0,0,0,5,5.443,0
Broodoo shield (green)#Uncharged, Members,0,0,0,3,-7,10,10,15,5,0,0,0,0,5,5.443,0
Broodoo shield (orange)#(1), Members,0,0,0,3,-7,10,10,15,5,0,0,0,0,5,5.443,0
Broodoo shield (orange)#(10), Members,0,0,0,3,-7,10,10,15,5,0,0,0,0,5,5.443,0
Broodoo shield (orange)#(2), Members,0,0,0,3,-7,10,10,15,5,0,0,0,0,5,5.443,0
Broodoo shield (orange)#(3), Members,0,0,0,3,-7,10,10,15,5,0,0,0,0,5,5.443,0
Broodoo shield (orange)#(4), Members,0,0,0,3,-7,10,10,15,5,0,0,0,0,5,5.443,0
Broodoo shield (orange)#(5), Members,0,0,0,3,-7,10,10,15,5,0,0,0,0,5,5.443,0
Broodoo shield (orange)#(6), Members,0,0,0,3,-7,10,10,15,5,0,0,0,0,5,5.443,0
Broodoo shield (orange)#(7), Members,0,0,0,3,-7,10,10,15,5,0,0,0,0,5,5.443,0
Broodoo shield (orange)#(8), Members,0,0,0,3,-7,10,10,15,5,0,0,0,0,5,5.443,0
Broodoo shield (orange)#(9), Members,0,0,0,3,-7,10,10,15,5,0,0,0,0,5,5.443,0
Broodoo shield (orange)#Uncharged, Members,0,0,0,3,-7,10,10,15,5,0,0,0,0,5,5.443,0
Bug lantern#Lit, Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.267,0
Bug lantern#Unlit, Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.267,0
Cabbage round shield, Members,0,0,0,-6,-2,24,26,22,0,24,0,0,0,0,4.535,0
Chicken (Recruitment Drive), Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Chronicle, Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Corrupted kiteshield, Members,0,0,0,-8,-2,8,10,9,-1,9,0,0,0,0,5.443,0
Cruciferous codex, Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Crystal shield, Members,0,0,0,-10,-10,51,54,53,0,80,0,0,0,0,2.721,0
Crystal shield (i)#1/10, Members,0,0,0,-10,-10,51,54,53,0,80,0,0,0,0,2.7,0
Crystal shield (i)#2/10, Members,0,0,0,-10,-10,51,54,53,0,80,0,0,0,0,2.7,0
Crystal shield (i)#3/10, Members,0,0,0,-10,-10,51,54,53,0,80,0,0,0,0,2.7,0
Crystal shield (i)#4/10, Members,0,0,0,-10,-10,51,54,53,0,80,0,0,0,0,2.7,0
Crystal shield (i)#5/10, Members,0,0,0,-10,-10,51,54,53,0,80,0,0,0,0,2.7,0
Crystal shield (i)#6/10, Members,0,0,0,-10,-10,51,54,53,0,80,0,0,0,0,2.7,0
Crystal shield (i)#7/10, Members,0,0,0,-10,-10,51,54,53,0,80,0,0,0,0,2.7,0
Crystal shield (i)#8/10, Members,0,0,0,-10,-10,51,54,53,0,80,0,0,0,0,2.7,0
Crystal shield (i)#9/10, Members,0,0,0,-10,-10,51,54,53,0,80,0,0,0,0,2.7,0
Crystal shield (i)#Full, Members,0,0,0,-10,-10,51,54,53,0,80,0,0,0,0,2.7,0
Crystal shield (i)#New, Members,0,0,0,-10,-10,51,54,53,0,80,0,0,0,0,2.7,0
Damaged book (Ancient), Members,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
Damaged book (Armadyl), Members,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
Damaged book (Bandos), Members,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
Damaged book (Guthix), Members,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
Damaged book (Saradomin), Members,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
Damaged book (Zamorak), Members,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
Decorative shield (gold)#Broken, Members,0,0,0,-8,-2,27,31,29,-1,29,0,0,0,0,4.535,0
Decorative shield (gold)#Locked, Free-to-play,0,0,0,-8,-2,27,31,29,-1,29,0,0,0,0,4.535,0
Decorative shield (gold)#Normal, Free-to-play,0,0,0,-8,-2,27,31,29,-1,29,0,0,0,0,4.535,0
Decorative shield (red), Free-to-play,0,0,0,-8,-2,13,15,14,-1,14,0,0,0,0,4.535,0
Decorative shield (white), Free-to-play,0,0,0,-8,-2,18,22,20,-1,20,0,0,0,0,4.535,0
Defensive shield, Members,0,0,0,-6,-2,8,9,7,0,7,0,0,0,0,3.628,0
Dragon defender (t), Members,25,24,23,-3,-2,25,24,23,-3,-2,6,0,0,0,0.453,0
Dragon defender#Broken, Members,25,24,23,-3,-2,25,24,23,-3,-2,6,0,0,0,0.453,0
Dragon defender#Locked, Members,25,24,23,-3,-2,25,24,23,-3,-2,6,0,0,0,0.453,0
Dragon defender#Normal, Members,25,24,23,-3,-2,25,24,23,-3,-2,6,0,0,0,0.453,0
Dragon kiteshield, Members,0,0,0,-8,-2,56,60,58,-1,58,0,0,0,0,6.803,0
Dragon kiteshield (g), Members,0,0,0,-8,-2,56,60,58,-1,58,0,0,0,0,6.803,0
Dragon sq shield, Members,0,0,0,-6,-2,50,52,48,0,50,0,0,0,0,3.175,0
Dragon sq shield (g), Members,0,0,0,-6,-2,50,52,48,0,50,0,0,0,0,3.175,0
Dragonfire shield#Charged, Members,0,0,0,-10,-5,70,75,72,10,72,7,0,0,0,7.257,0
Dragonfire shield#Uncharged, Members,0,0,0,-10,-5,20,25,22,10,22,7,0,0,0,7.257,0
Dragonfire ward#Charged, Members,-10,-10,-10,-10,15,25,30,28,28,68,-2,0,0,0,4.082,0
Dragonfire ward#Uncharged, Members,-10,-10,-10,-10,15,-25,-20,-22,28,18,-2,0,0,0,4.082,0
Elemental shield, Members,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0.226,0
Elysian spirit shield, Members,0,0,0,0,0,63,65,75,2,57,0,0,0,3,2,0
Falador shield 1, Members,0,0,0,-8,-2,8,10,9,-1,9,0,0,0,1,5.443,0
Falador shield 2, Members,0,0,0,-8,-2,13,15,14,-1,14,0,0,0,3,5.443,0
Falador shield 3, Members,0,0,0,-8,-2,18,22,20,-1,20,0,0,0,4,5.443,0
Falador shield 4, Members,0,0,0,-8,-2,27,31,29,-1,29,0,0,0,5,5.443,0
Fremennik shield, Members,0,0,0,-8,-2,27,31,29,-1,29,0,0,0,0,2.267,0
Gilded kiteshield, Free-to-play,0,0,0,-8,-2,44,48,46,-1,46,0,0,0,0,5.443,0
Gilded sq shield, Free-to-play,0,0,0,-6,-2,38,40,36,0,38,0,0,0,0,3.628,0
Gingerbread shield, Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.175,0
Gold satchel, Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0
Granite shield, Members,0,0,0,-12,-8,40,42,38,0,65,0,0,0,0,6.803,0
Green d'hide shield, Members,-15,-15,-11,-10,4,14,12,11,9,11,0,0,0,0,8,0
Green gingerbread shield, Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.175,0
Green satchel, Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0
Guthix d'hide shield, Members,-15,-15,-11,-10,7,21,18,16,15,14,0,0,0,1,8,0
Guthix kiteshield, Free-to-play,0,0,0,-8,-2,44,48,46,-1,46,0,0,0,1,5.443,0
Hallowed focus, Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0
Hard leather shield, Members,-15,-15,-11,-10,2,8,7,7,5,9,0,0,0,0,7,0
Holy book, Members,0,0,0,0,0,8,8,8,8,8,0,0,0,5,1,0
Iced gingerbread shield#Blue, Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.175,0
Iced gingerbread shield#Green, Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.175,0
Iced gingerbread shield#Red, Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.175,0
Iron defender#Broken, Members,5,4,3,-3,-2,5,4,3,-3,-2,0,0,0,0,0.453,0
Iron defender#Locked, Members,5,4,3,-3,-2,5,4,3,-3,-2,0,0,0,0,0.453,0
Iron defender#Normal, Members,5,4,3,-3,-2,5,4,3,-3,-2,0,0,0,0,0.453,0
Iron kiteshield, Free-to-play,0,0,0,-8,-2,8,10,9,-1,9,0,0,0,0,5.443,0
Iron kiteshield (g), Free-to-play,0,0,0,-8,-2,8,10,9,-1,9,0,0,0,0,5.443,0
Iron kiteshield (t), Free-to-play,0,0,0,-8,-2,8,10,9,-1,9,0,0,0,0,5.443,0
Iron sq shield, Free-to-play,0,0,0,-6,-2,8,9,7,0,8,0,0,0,0,3.628,0
Kharedst's memoirs, Members,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0
Mage's book, Members,0,0,0,15,0,0,0,0,15,0,0,0,0,0,1,0
Magic shield, Members,0,0,0,0,0,10,13,9,3,9,0,0,0,0,3.175,0
Malediction ward, Members,-8,-8,-8,12,-12,50,52,48,15,0,0,0,0,0,3.628,0
Malediction ward (or), Members,-8,-8,-8,12,-12,50,52,48,15,0,0,0,0,0,3.628,0
Maple shield, Members,0,0,0,0,0,7,8,6,2,7,0,0,0,0,3.175,0
Mind shield, Members,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0.226,0
Mirror shield, Members,0,0,0,0,0,10,15,5,5,10,0,0,0,0,2.267,0
Mithril defender#Broken, Members,10,9,8,-3,-2,10,9,8,-3,-2,3,0,0,0,0.453,0
Mithril defender#Locked, Members,10,9,8,-3,-2,10,9,8,-3,-2,3,0,0,0,0.453,0
Mithril defender#Normal, Members,10,9,8,-3,-2,10,9,8,-3,-2,3,0,0,0,0.453,0
Mithril kiteshield, Free-to-play,0,0,0,-8,-2,18,22,20,-1,20,0,0,0,0,4.535,0
Mithril kiteshield (g), Free-to-play,0,0,0,-8,-2,18,22,20,-1,20,0,0,0,0,4.535,0
Mithril kiteshield (t), Free-to-play,0,0,0,-8,-2,18,22,20,-1,20,0,0,0,0,4.535,0
Mithril sq shield, Free-to-play,0,0,0,-6,-2,17,19,15,0,17,0,0,0,0,3.175,0
Neitiznot shield, Members,0,0,0,-10,-10,17,17,31,-4,33,0,0,0,0,3.628,0
Oak shield, Members,0,0,0,0,0,5,6,4,1,5,0,0,0,0,3.175,0
Odium ward, Members,-12,-12,-12,-8,12,0,0,0,24,52,0,0,0,0,3.628,0
Odium ward (or), Members,-12,-12,-12,-8,12,0,0,0,24,52,0,0,0,0,3.628,0
Plain satchel, Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0
Pumpkin lantern, Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0
Red d'hide shield, Members,-15,-15,-11,-10,6,18,16,14,13,13,0,0,0,0,8,0
Red gingerbread shield, Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.175,0
Red satchel, Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0
Redwood shield, Members,0,0,0,0,0,12,15,11,4,10,0,0,0,0,3.175,0
Rune defender (t), Members,20,19,18,-3,-2,20,19,18,-3,-2,5,0,0,0,0.453,0
Rune defender#Broken, Members,20,19,18,-3,-2,20,19,18,-3,-2,5,0,0,0,0.453,0
Rune defender#Locked, Members,20,19,18,-3,-2,20,19,18,-3,-2,5,0,0,0,0.453,0
Rune defender#Normal, Members,20,19,18,-3,-2,20,19,18,-3,-2,5,0,0,0,0.453,0
Rune kiteshield, Free-to-play,0,0,0,-8,-2,44,48,46,-1,46,0,0,0,0,5.443,0
Rune kiteshield (Arrav), Members,0,0,0,-8,-2,44,48,46,-1,46,0,0,0,0,5.443,0
Rune kiteshield (Asgarnia), Members,0,0,0,-8,-2,44,48,46,-1,46,0,0,0,0,5.443,0
Rune kiteshield (Dorgeshuun), Members,0,0,0,-8,-2,44,48,46,-1,46,0,0,0,0,5.443,0
Rune kiteshield (Dragon), Members,0,0,0,-8,-2,44,48,46,-1,46,0,0,0,0,5.443,0
Rune kiteshield (Fairy), Members,0,0,0,-8,-2,44,48,46,-1,46,0,0,0,0,5.443,0
Rune kiteshield (Guthix), Members,0,0,0,-8,-2,44,48,46,-1,46,0,0,0,0,5.443,0
Rune kiteshield (HAM), Members,0,0,0,-8,-2,44,48,46,-1,46,0,0,0,0,5.443,0
Rune kiteshield (Horse), Members,0,0,0,-8,-2,44,48,46,-1,46,0,0,0,0,5.443,0
Rune kiteshield (Jogre), Members,0,0,0,-8,-2,44,48,46,-1,46,0,0,0,0,5.443,0
Rune kiteshield (Kandarin), Members,0,0,0,-8,-2,44,48,46,-1,46,0,0,0,0,5.443,0
Rune kiteshield (Misthalin), Members,0,0,0,-8,-2,44,48,46,-1,46,0,0,0,0,5.443,0
Rune kiteshield (Money), Members,0,0,0,-8,-2,44,48,46,-1,46,0,0,0,0,5.443,0
Rune kiteshield (Saradomin), Members,0,0,0,-8,-2,44,48,46,-1,46,0,0,0,0,5.443,0
Rune kiteshield (Skull), Members,0,0,0,-8,-2,44,48,46,-1,46,0,0,0,0,5.443,0
Rune kiteshield (Varrock), Members,0,0,0,-8,-2,44,48,46,-1,46,0,0,0,0,5.443,0
Rune kiteshield (Zamorak), Members,0,0,0,-8,-2,44,48,46,-1,46,0,0,0,0,5.443,0
Rune kiteshield (g), Free-to-play,0,0,0,-8,-2,44,48,46,-1,46,0,0,0,0,5.443,0
Rune kiteshield (t), Free-to-play,0,0,0,-8,-2,44,48,46,-1,46,0,0,0,0,5.443,0
Rune satchel, Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0
Rune shield (h1), Free-to-play,0,0,0,-8,-2,44,48,46,-1,46,0,0,0,0,5.443,0
Rune shield (h2), Free-to-play,0,0,0,-8,-2,44,48,46,-1,46,0,0,0,0,5.443,0
Rune shield (h3), Free-to-play,0,0,0,-8,-2,44,48,46,-1,46,0,0,0,0,5.443,0
Rune shield (h4), Free-to-play,0,0,0,-8,-2,44,48,46,-1,46,0,0,0,0,5.443,0
Rune shield (h5), Free-to-play,0,0,0,-8,-2,44,48,46,-1,46,0,0,0,0,5.443,0
Rune sq shield, Free-to-play,0,0,0,-6,-2,38,40,36,0,38,0,0,0,0,3.628,0
Runefest shield, Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453,0
Saradomin d'hide shield, Members,-15,-15,-11,-10,7,21,18,16,15,14,0,0,0,1,8,0
Saradomin kiteshield, Free-to-play,0,0,0,-8,-2,44,48,46,-1,46,0,0,0,1,5.443,0
Snakeskin shield, Members,-15,-15,-11,-10,3,10,9,8,7,10,0,0,0,0,8,0
Spectral spirit shield, Members,0,0,0,0,0,53,55,73,30,52,0,0,0,3,2,0
Spirit shield, Members,0,0,0,0,0,39,41,50,1,45,0,0,0,1,2,0
Steel defender#Broken, Members,7,6,5,-3,-2,7,6,5,-3,-2,1,0,0,0,0.453,0
Steel defender#Locked, Members,7,6,5,-3,-2,7,6,5,-3,-2,1,0,0,0,0.453,0
Steel defender#Normal, Members,7,6,5,-3,-2,7,6,5,-3,-2,1,0,0,0,0.453,0
Steel kiteshield, Free-to-play,0,0,0,-8,-2,13,15,14,-1,14,0,0,0,0,5.443,0
Steel kiteshield (Arrav), Members,0,0,0,-8,-2,13,15,14,-1,14,0,0,0,0,5.443,0
Steel kiteshield (Asgarnia), Members,0,0,0,-8,-2,13,15,14,-1,14,0,0,0,0,5.443,0
Steel kiteshield (Dorgeshuun), Members,0,0,0,-8,-2,13,15,14,-1,14,0,0,0,0,5.443,0
Steel kiteshield (Dragon), Members,0,0,0,-8,-2,13,15,14,-1,14,0,0,0,0,5.443,0
Steel kiteshield (Fairy), Members,0,0,0,-8,-2,13,15,14,-1,14,0,0,0,0,5.443,0
Steel kiteshield (Guthix), Members,0,0,0,-8,-2,13,15,14,-1,14,0,0,0,0,5.443,0
Steel kiteshield (HAM), Members,0,0,0,-8,-2,13,15,14,-1,14,0,0,0,0,5.443,0
Steel kiteshield (Horse), Members,0,0,0,-8,-2,13,15,14,-1,14,0,0,0,0,5.443,0
Steel kiteshield (Jogre), Members,0,0,0,-8,-2,13,15,14,-1,14,0,0,0,0,5.443,0
Steel kiteshield (Kandarin), Members,0,0,0,-8,-2,13,15,14,-1,14,0,0,0,0,5.443,0
Steel kiteshield (Misthalin), Members,0,0,0,-8,-2,13,15,14,-1,14,0,0,0,0,5.443,0
Steel kiteshield (Money), Members,0,0,0,-8,-2,13,15,14,-1,14,0,0,0,0,5.443,0
Steel kiteshield (Saradomin), Members,0,0,0,-8,-2,13,15,14,-1,14,0,0,0,0,5.443,0
Steel kiteshield (Skull), Members,0,0,0,-8,-2,13,15,14,-1,14,0,0,0,0,5.443,0
Steel kiteshield (Varrock), Members,0,0,0,-8,-2,13,15,14,-1,14,0,0,0,0,5.443,0
Steel kiteshield (Zamorak), Members,0,0,0,-8,-2,13,15,14,-1,14,0,0,0,0,5.443,0
Steel kiteshield (g), Free-to-play,0,0,0,-8,-2,13,15,14,-1,14,0,0,0,0,5.443,0
Steel kiteshield (t), Free-to-play,0,0,0,-8,-2,13,15,14,-1,14,0,0,0,0,5.443,0
Steel sq shield, Free-to-play,0,0,0,-6,-2,12,13,11,0,12,0,0,0,0,3.628,0
Toktz-ket-xil, Members,0,0,0,-12,-8,40,42,38,0,65,5,0,0,0,3.628,0
Tome of fire#Charged, Members,0,0,0,8,0,0,0,0,8,0,0,0,0,0,1,0
Tome of fire#Empty, Members,0,0,0,8,0,0,0,0,8,0,0,0,0,0,1,0
Training shield, Free-to-play,0,0,0,0,0,4,5,3,1,4,0,0,0,0,5.443,0
Twisted bronze trophy, Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
