Name,Member,StabAtk,SlashAtk,CrushAtk,MagicAtk,RangedAtk,StabDef,SlashDef,CrushDef,MagicDef,RangedDef,MeleStr,RangedStr,MagicStr,Prayer,Weigth,Speed
Games necklace (4),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Games necklace (5),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Games necklace (6),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Games necklace (7),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Games necklace (8),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Ghostspeak amulet Enchanted,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Ghostspeak amulet Normal,Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Glarial's amulet,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Gnome amulet,Members,0,0,0,0,0,13,13,13,0,0,0,0,0,0,0.01,0
Gnome scarf,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Gold amulet,Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0
Gold necklace,Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0
Guthix stole,Members,0,0,0,2,0,0,0,0,2,0,0,0,0,10,0.01,0
Hallowed symbol,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0
Ham logo,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Hazeel's mark,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0
Holy symbol,Free-to-play,0,0,0,0,0,2,2,2,2,2,0,0,0,8,0.007,0
Hosidius scarf,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
Jade amulet,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0
Jade necklace,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Jester scarf,Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0
Lathas' amulet,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Light bow tie,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
Lovakengj scarf,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
Lunar amulet,Members,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.01,0
M'speak amulet,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0
Necklace of anguish,Members,0,0,0,0,15,0,0,0,0,0,0,5,0,2,0.01,0
Necklace of anguish (or),Members,0,0,0,0,15,0,0,0,0,0,0,5,0,2,0.01,0
Necklace of faith,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Necklace of passage (1),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Necklace of passage (2),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Necklace of passage (3),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Necklace of passage (4),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Necklace of passage (5),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Occult necklace,Members,0,0,0,12,0,0,0,0,0,0,0,0,10,2,0.005,0
Occult necklace (or),Members,0,0,0,12,0,0,0,0,0,0,0,0,10,2,0.005,0
Onyx amulet,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0
Onyx necklace,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Opal amulet,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0
Opal necklace,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Pendant of lucien,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Phoenix necklace,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Piscarilius scarf,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
Pre-nature amulet,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0
Rainbow scarf,Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Ruby amulet,Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0
Ruby necklace,Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Salve amulet,Members,0,0,0,0,0,3,3,3,0,0,0,0,0,3,0.007,0
Salve amulet (e),Members,0,0,0,0,0,3,3,3,0,0,0,0,0,3,0.007,0
Salve amulet(ei),Members,0,0,0,0,0,3,3,3,0,0,0,0,0,3,0.007,0
Salve amulet(i),Members,0,0,0,0,0,3,3,3,0,0,0,0,0,3,0.007,0
Sapphire amulet,Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0
Sapphire necklace,Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Saradomin stole,Members,0,0,0,2,0,0,0,0,2,0,0,0,0,10,0.01,0
Seal of passage,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.535,0
Shayzien scarf,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
Silver necklace Dusted,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Silver necklace Normal,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Skills necklace (1),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Skills necklace (2),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Skills necklace (3),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Skills necklace (4),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Skills necklace (5),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Skills necklace (6),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Skills necklace Uncharged,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Strength amulet (t),Free-to-play,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0.01,0
Strung rabbit foot,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0
Topaz amulet,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0
Topaz necklace,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Tri-jester scarf,Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0
Unblessed symbol,Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0
Unholy symbol,Members,2,2,2,2,2,0,0,0,0,0,0,0,0,8,0.007,0
Unpowered symbol,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0
Void seal (1),Members,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0.005,0
Void seal (2),Members,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0.005,0
Void seal (3),Members,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0.005,0
Void seal (4),Members,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0.005,0
Void seal (5),Members,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0.005,0
Void seal (6),Members,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0.005,0
Void seal (7),Members,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0.005,0
Void seal (8),Members,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0.005,0
Witchwood icon,Members,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.007,0
Woolly scarf,Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0
Xeric's talisman Charged,Members,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0.06,0
Xeric's talisman Inert,Members,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.06,0
Yin yang amulet,Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0
Zamorak stole,Members,0,0,0,2,0,0,0,0,2,0,0,0,0,10,0.01,0
Zenyte amulet,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Zenyte necklace,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
