Name,Member,StabAtk,SlashAtk,CrushAtk,MagicAtk,RangedAtk,StabDef,SlashDef,CrushDef,MagicDef,RangedDef,MeleStr,RangedStr,MagicStr,Prayer,Weigth,Speed
Iron arrow,Free-to-play,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
Iron bolts,Members,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0
Iron brutal,Members,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
Iron javelin,Members,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0
Jade bolts,Members,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0
Jade dragon bolts,Members,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0
Kebbit bolts,Members,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
Long kebbit bolts,Members,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0
Marrentill tar,Members,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
Mith grapple,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0
Mithril arrow,Free-to-play,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
Mithril bolts,Members,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0
Mithril brutal,Members,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0
Mithril javelin,Members,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0
Ogre arrow,Members,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
Onyx bolts,Members,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0
Onyx dragon bolts,Members,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0
Opal bolts,Members,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
Opal dragon bolts,Members,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0
Peaceful blessing,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.51,0
Pearl bolts,Members,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0
Pearl dragon bolts,Members,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0
Rada's blessing 1,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453,0
Rada's blessing 2,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.453,0
Rada's blessing 3,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.453,0
Rada's blessing 4,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.453,0
Ruby bolts,Members,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0
Ruby dragon bolts,Members,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0
Rune arrow,Members,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0
Rune brutal,Members,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0
Rune javelin,Members,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0
Runite bolts,Members,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0
Sapphire bolts,Members,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0
Sapphire dragon bolts,Members,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0
Silver bolts,Members,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0
Steel arrow,Free-to-play,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
Steel bolts,Members,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0
Steel brutal,Members,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
Steel javelin,Members,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0
Tarromin tar,Members,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0
Topaz bolts,Members,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0
Topaz dragon bolts,Members,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0
Training arrows,Free-to-play,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
Unholy blessing,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.51,0
War blessing,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.51,0
